,energy,id,tempo,valence,artista,letra,link,nome
234,0.843,5t0weNTFueLfLUi0J6GQGU,139.979,0.367,Rainbow,"Jigeum kkamahge heureuneun numureun naega anya  
Oneul nae moseubeun ijeojullae  
Haneobshi sonman jeobeun naega shirheo  
Neo ddaemuneun aniya  
  
Neo-ui dajinman neo-ui dajinmam  
Neo-ui ma-eumi yeollilddaekkaji  
Neo-ui dwieseo naneun neo-ui dwieoseo naneun  
Aiyaiyaiya  
  
Just one cry I Believe I Believe I Believe I Believe  
Neol weonhae neol weonhae nae ma-eum badajullae  
Just one cry I Believe I Believe I Believe I Believe  
In my heart  
  
Jigeum hayahge changbaekhan neol bureun naega anya  
Oneul nae moseubeun ijeojullae  
Haneobshi jagajineun naega miweo  
Neo ddaemuneun aniya  
  
Neo-ui dajinman neo-ui dajinmam  
Naui ma-eumi yeollilddaekkaji  
Neo-ui dwieseo naneun neo-ui dwieoseo naneun  
Aiyaiyaiya  
  
Just one cry I Believe I Believe I Believe I Believe  
Neol weonhae neol weonhae nae ma-eum badajullae  
Just one cry I Believe I Believe I Believe I Believe  
In my heart  
  
Cheomen geurae geunyang geuge jeonbuyeosseo  
Naegen niga geunyang geujeo ilbuyeosseo  
Niga naegen nuguboda neomu pyeonhaesseo  
Neowaneun il bun il cho ga nollaweo  
Sashil na honja haneun chaggagiljido molla  
Neol gollanhage mandeuljido molla  
Naenae hollanhae nolla nae moseube  
  
Just one cry I Believe I Believe I Believe I Believe  
Neol weonhae neol weonhae nae ma-eum badajullae  
Just one cry I Believe I Believe I Believe I Believe  
In my heart

",/r/rainbow/i+believe_20903980.html,I Believe
243,0.983,77VW8u6inET54YAKN1RSnd,110.053,0.416,Korn,"Hey you, hey you, Devil's little sister  
Listening to your twisted transistor  
Hold it between your legs  
Turn it up, turn it up  
The wind is coming through  
Can't get enough  
  
[Chorus]  
A lonely life where no one understands you  
But don't give up because the music do  
Music do!  
Music do!  
Music do!  
Music do!  
Music do!  
Music do!  
  
Because the music do  
And then it its reaching  
Inside you forever preaching  
Fuck you too  
Your screams will whisper  
Hang on you  
Twisted transistor  
  
Hey you, hey you, finally you get it  
The world it can eat you if you let it  
And as your tears fall on  
Your dress, your dress  
But when she's coming through  
You're in a mess  
  
[Chorus]  
  
Because the music do  
And then it its reaching  
Inside you forever preaching  
Fuck you too  
Your screams will whisper  
Hang on you  
Twisted transistor  
Music do!  
Music do!  
Music do!  
Music do!  
  
Hey you, hey you, this won't hurt a bit  
This won't hurt a bit, this won't hurt!  
Says who? Says who?  
Anesthetize this bitch  
Anesthetize this bitch, I'm not the time!  
Just let me be  
Between you and them things!  
  
Because the music do  
And then it its reaching  
Inside you forever preaching  
Fuck you too  
Your screams will whisper  
Hang on you  
Twisted transistor

",/k/korn/twisted+transistor_20440553.html,Twisted Transistor
252,0.581,2yUd2dflxGiKyg0eP0vKwF,148.301,0.277,Widespread Panic,"Gimme a hand there, Michael.  
I'll give you a hand then, too.  
Gimme a hand there, Michael.  
I'd give you my heart if I could.  
  
Throw myself at the ground.  
Look away before I hit.  
  
Give me a lift here, Larry.  
I'll give you a lift here, too.  
Give me a lift here, Larry.  
I'd give you my horse if I could.  
  
Throw myself at the ground.  
Look away before I hit.  
  
Gimme a kiss there, Tuesday.  
I'll give you a kiss there, too.  
I'll give you a kiss there, Tuesday.  
I'd give you my heart,  
I'd give you my heart if I could!  
  
Throw myself at the ground.  
Look away before I hit.

",/w/widespread+panic/gimme_20206144.html,Gimme
261,0.268,0uD4ByGtrB6awx5ACv9vjI,87.775,0.508,Willie Nelson,"You say your heart will never break:  
I hope so, for your sake.  
But happiness is sometimes hard,  
For hearts to cling to.  
You say he'll always be with you:  
I hope so, for your sake.  
But should he find somebody new,  
What would you do?  
  
If you were wrong, would you confess?  
I wouldn't know, but I could guess,  
That you would act the same as I,  
An' cry.  
And should these things ever come true,  
When love is gone, what will you do?  
Will you accept my love for you?  
I hope so, for my sake.  
  
If you were wrong, would you confess?  
I wouldn't know, but I could guess,  
That you would act the same as I,  
An' cry.  
And should these things ever come true,  
When love is gone, what will you do?  
Will you accept my love for you?  
I hope so, for my sake.

",/w/willie+nelson/i+hope+so_20217618.html,I Hope So
270,0.812,3HBvs6g8WgT8KT1gZzGSX1,140.188,0.524,U2,"So you never knew love  
Until you crossed the line of grace  
And you never felt wanted  
Till you had someone slap your face  
So you never felt alive  
Until you almost wasted away  
You had to win  
You couldn't just pass  
The smartest ass  
At the top of the class  
Your flying colors  
Your family tree  
And all your lessons in history  
  
Please  
Please  
Please  
Get up off your knees  
Please  
Please  
Please  
  
So you never know  
How low you'd stoop to make that call  
And you never knew  
What was on the ground till they mad you crawl  
And you never knew that  
The heaven you keep you stole  
  
Your catholic blues  
Your convent shoes  
Your stick on tattoos  
Now they're making the news  
Your holy war  
Your northern star  
Your sermon on the mount  
From the booth of your car  
  
Please  
Please  
Please  
Get up off your knees  
Please  
Please  
Please  
Leave me out of this  
  
So love is hard and love is tough  
But love is not what you're thinking of  
  
September  
Streets capsizing  
Spilling over  
Down the drain  
Shards of glass splinters like rain  
But you could only feel  
Your own pain  
October  
Talking getting nowhere  
November  
December  
Remember  
Are we just starting again  
  
Please  
Please  
Please  
Get up off your knees  
Please  
Please  
Please  
Please  
  
So love is big bigger than us  
But love is not what your thinking of  
It's what lovers deal  
It's what lovers steal  
You know I've found it hard to receive  
'Cause you my love I could never believe

",/u/u2/please_10160942.html,Please
279,0.932,2BSDAVUzzQP7wpvcDybmsP,101.012,0.379,Blur,"[Verse 1]  
What do you got?  
Mass produced in somewhere hot  
You'll have to go on the Underground  
To get things done here  
And then you have  
[?] service done  
This is a place to come to, or, well, it was  
I know a hot spot  
Crossing on the guillotine  
  
[Chorus]  
And if you have nobody left to rely on  
I'll hold you in my arms and let you drift  
It's got to be that time again  
And you, you will be over soon again  
  
[Verse 2]  
So get yourself up, get past [?] on your way  
There's nothing to be ashamed of  
Taking off again  
The 514 to East Grinstead  
You've set me off  
[?]  
And talking types will let us down  
Talk, talk on your arse all night  
You wanna be there  
  
[Bridge]  
Step inside the tarmac ride  
To the land that time forgot  
Oh, we're just gonna go there  
Cracks inside the tarmac ride  
To the land that crime forgot, oh no  
  
[Outro]  
And if you have nobody left to rely on  
I'll hold you in my arms and let you drift  
Going down to Lonesome Street  
Going down to Lonesome Street  
Lonesome Street  
Going down to Lonesome Street  
Lonesome Street  
Going down to Lonesome Street  
Lonesome Street

",/b/blur/lonesome+street_21096920.html,Lonesome Street
288,0.0575,1JEFggFkVIXpdBrUO3KCHd,127.136,0.172,Frank Sinatra,"Some like a night at the movies  
Some like a dance or a show  
Some are content with an evening spent  
Home by the radio  
  
Some like to live for the moment  
Some like to just reminisce  
But whenever I have an evening to spend  
Just give me one like this  
  
This is a lovely way to spend an evening  
Can't think of anything I'd rather do  
This is a lovely way to spend an evening  
Can't think of anyone as lovely as you  
  
A casual stroll through a garden  
A kiss by a lazy lagoon  
Catching a breath of moonlight  
Humming our favorite tune  
  
This is a lovely way to spend an evening  
I want to save all my nights and spend them with you  
  
Catching a breath of moonlight  
Humming our favorite tune  
  
This is a lovely way to spend an evening  
I want to save all my nights and spend them with you

",/f/frank+sinatra/a+lovely+way+to+spend+an+evening_20055655.html,A Lovely Way To Spend An Evening
297,0.99,2bfwYcc1FzkIym0XRkYb7F,128.946,0.0755,Megadeth,"Imagine you were at my station  
And you brought your motor to me  
Your a burner yeah a real motor car  
Said you wanna get your order filled  
Made me shiver when I put it in  
Pumping just won't do ya know luckily for you  
  
Whoever thought you'd be better  
At turning a screw than me  
I do it for my life  
Made my drive shaft crank  
Made my pistons bulge  
Melt my ball bearings from the heat  
Oh yeah yeah  
  
We were shifting hard when we took off  
Put tonight all four on the floor  
When we hit top end you know it feels to slow  
Said you wanna get your order filled  
Made me shiver when I put it in  
Pumping just won't do ya know luckily for you  
  
Whoever thought you'd be better  
At turning a screw than me  
I do it for my life  
Made my drive shaft crank  
Made my pistons bulge  
Melt my ball bearings from the heat  
Oh yeah yeah  
Oh!  
  
I'm giving you my room service  
And ya know it's more than enough  
Oh one more time ya know I'm in love  
  
Whoever thought you'd be better  
At turning a screw than me  
I do it for my life  
Made my drive shaft crank  
Made my pistons bulge  
Melt my ball bearing from the heat  
Oh yeah yeah!  
  
Imagine you were at my station  
And you brought your motor to me  
With all four on the floor I feel what's in store  
  
Whoever thought you'd be better  
At turning a screw than me  
I do it for my life  
Made my drive shaft crank  
Made my pistons bulge  
Melt my ball bearings from the heat  
Oh yeah yeah!

",/m/megadeth/mechanix_20091400.html,Mechanix
306,0.898,4PoTu14Wi2o9l0Rb09gBCa,110.056,0.751,Britney Spears,"I used to be your girlfriend and I know I did it well,  
Oh yes you know its true,  
You called me Cinderella,  
All you had to do was yell and I'd be there for you,  
  
Here I am, so try to forgive me,  
I don't believe in fairy tales,  
Here we are with nothin' but honesty,  
I've had enough, I'm not gonna stay,  
  
I'm sorry for runnin' away like this,  
And I'm sorry I've already made my wish,  
Ahh  
But Cinderella's got to go  
  
From time to time I'd tried to tell just what was on my mind,  
You told me not today,  
Come back, do that, where's Cinderella at?,  
Was all ya had to say,  
Here I am, so try to forgive me,  
I don't believe in fairy tales,  
Here we are with nothin' but honesty,  
I've had enough, I'm not gonna stay,  
  
I'm sorry for runnin' away like this,  
And I'm sorry I've already made my wish,  
Ahh  
But Cinderella's got to go  
  
I'm sorry just tryin' to live my life,  
Don't worry your gonna be alright,  
But Cinderella's got to go,  
  
[Spoken]  
To say I want you, You cast me under your spell,  
I did everything you wanted me to,  
But now I shall, break free from all your lies,  
I won't be blind you see, my love it can't be sacrificed I won't return to
thee  
  
(I'm so sorry, I've already made up my mind)  
I won't return to thee  
  
I'm sorry to say I'm running away now,  
Don't worry you will be alright,  
I'm runnin' away I've made up my mind now,  
Your gonna have to let me go,  
  
'Cause she's gotta go  
  
I'm sorry for runnin' away like this,  
And I'm sorry I've already made my wish,  
  
But Cinderella's got to go  
  
I'm sorry just tryin' to live my life,  
Don't worry your gonna be alright,  
But Cinderella's got to go,

",/b/britney+spears/cinderella_20024620.html,Cinderella
315,0.991,06LCs8mkmAhiga6fqtHqCI,120.785,0.104,Incubus,"Look at you  
With all your shiny  
Toys for boys  
It's all unnerving  
  
Bold and new  
But dark and spotty  
The toys enjoy  
The undeserving  
  
Don't ask  
Don't tell  
Follow  
Don't ask  
Don't tell  
Yeah  
  
Fat the world  
Then sink your teeth in  
Cannibal and missionary  
Toes are curled  
My thanks uneven  
When tales so tall  
Are ordinary  
  
Don't ask  
Don't tell  
Follow  
Don't ask  
Don't tell  
Yeah  
  
Don't ask  
Don't tell  
Follow  
Don't ask  
Don't tell  
Yeah

",/i/incubus/follow_20195787.html,Follow
